"tweet_id","in_reply_to_status_id","in_reply_to_user_id","retweeted_status_id","retweeted_status_user_id","timestamp","source","text","expanded_urls"
"984064066","","","","","2008-10-31 17:09:33 +0000","<a href=""http://echofon.com/"" rel=""nofollow"">Echofon</a>","Today is going to be awesome"
"982695210","","","","","2008-10-30 19:46:46 +0000","<a href=""http://echofon.com/"" rel=""nofollow"">Echofon</a>","@astroglide: i'm totally jealous. also, curious how you discovered it..."
"982690084","","","","","2008-10-30 19:42:54 +0000","<a href=""http://echofon.com/"" rel=""nofollow"">Echofon</a>","scheduled brain scan for the 4th...going to polls beforehand so if they find anything (haha) i won't be too freaked out to vote!"
"982580582","","","","","2008-10-30 18:24:32 +0000","<a href=""http://echofon.com/"" rel=""nofollow"">Echofon</a>","unsure how i feel about my dermatologist hugging me. nobody can be that happy in the morning without drugs."
"981814365","","","","","2008-10-30 06:59:27 +0000","<a href=""http://echofon.com/"" rel=""nofollow"">Echofon</a>","watched finale of mad men...resume spoilers"
"981545698","","","","","2008-10-30 02:12:49 +0000","<a href=""http://echofon.com/"" rel=""nofollow"">Echofon</a>","not technically ""raised by a single mom"" but close enough...."
"981519654","","","","","2008-10-30 01:55:33 +0000","<a href=""http://echofon.com/"" rel=""nofollow"">Echofon</a>","the hope of a person who is the product of an interracial union and raised by a single mom becoming president will ALWAYS choke me up"
"981166877","","","","","2008-10-29 21:18:51 +0000","<a href=""http://echofon.com/"" rel=""nofollow"">Echofon</a>","hating on all the Mad Men spoilers in my twitthood."
"981100007","","","","","2008-10-29 20:29:35 +0000","web","eating homemade bread for lunch. tip: don't talk on the phone while measuring ingredients for baking."
"980908061","","","","","2008-10-29 18:12:11 +0000","web","Speaking of inciting crowds: http://tinyurl.com/6cnq3n Tuesday can't come quickly enough!"
"979341804","","","","","2008-10-28 18:42:20 +0000","web","kudos to @anildash:  Sarah Palin's intentional use of language to ""incite the very worst elements of our culture"" http://tinyurl.com/6nbwba"
"979324180","","","","","2008-10-28 18:29:49 +0000","web","is thankful for six apart's awesome IT department"
"978285603","","","","","2008-10-28 01:20:04 +0000","<a href=""http://m.twitter.com/"" rel=""nofollow"">mobile web</a>","Asked a cute boy to see a movie and he said yes"
"978005827","","","","","2008-10-27 21:30:21 +0000","web","not a fan of decapitation"
"977926315","977924395","16553361","","","2008-10-27 20:30:17 +0000","web","@darcyrant: Why I eyes ya...."
"977895815","","","","","2008-10-27 20:06:15 +0000","web","roasted acorn squash with cumin... i win!"
"975793219","","","","","2008-10-26 04:44:16 +0000","<a href=""http://twitter.com/devices"" rel=""nofollow"">txt</a>","Nice trip to SF, looking forward to going home"
"975357904","","","","","2008-10-25 20:30:34 +0000","<a href=""http://twitter.com/devices"" rel=""nofollow"">txt</a>","Waiting in huge line at Academy of Sciences museum"
"975328546","","","","","2008-10-25 19:59:20 +0000","<a href=""http://twitter.com/devices"" rel=""nofollow"">txt</a>","Delicious brunch in cole valley!"
"975200364","","","","","2008-10-25 17:46:28 +0000","<a href=""http://echofon.com/"" rel=""nofollow"">Echofon</a>","recovering from epic six-a-party last night"
"974546231","","","","","2008-10-25 02:41:27 +0000","<a href=""http://twitter.com/devices"" rel=""nofollow"">txt</a>","20+ for dinner before karaoke!"
"974417908","","","","","2008-10-25 00:24:53 +0000","web","listening to my pre-karaoke music list, getting stoked about karaoke party at Annie's tonight"
"974412862","","","","","2008-10-25 00:19:55 +0000","<a href=""http://echofon.com/"" rel=""nofollow"">Echofon</a>","going to do like @sarahsosiak and take the caffeine medicine"
"974402225","","","","","2008-10-25 00:08:35 +0000","<a href=""http://echofon.com/"" rel=""nofollow"">Echofon</a>","was wondering if it should be 1/2 of whatever is left after connect_ahead x 2"
"973292659","","","","","2008-10-24 07:56:40 +0000","web","Yes We Will"
"973111245","","","","","2008-10-24 03:55:24 +0000","<a href=""http://twitter.com/devices"" rel=""nofollow"">txt</a>","Wanting to leave Dalva because it is loud = I'm old"
"972839777","","","","","2008-10-23 23:50:35 +0000","web","going to need a knee transplant after walking down the hill from @bradfitz's house this week"
"971324430","","","","","2008-10-23 00:44:52 +0000","<a href=""http://echofon.com/"" rel=""nofollow"">Echofon</a>","the Internet's David Recordan is not afraid of being hugged"
"971238184","","","","","2008-10-22 23:27:15 +0000","<a href=""http://echofon.com/"" rel=""nofollow"">Echofon</a>","having chocolate regret"
"970872850","","","","","2008-10-22 18:23:48 +0000","web","asking co-workers if hugs make them feel uncomfortable"
"970053380","","","","","2008-10-22 04:51:47 +0000","web","trying to talk myself out of feeling nauseated"
"969182410","","","","","2008-10-21 16:40:09 +0000","<a href=""http://twitter.com/devices"" rel=""nofollow"">txt</a>","Waiting for a (late) J, just like old times"
"968340009","","","","","2008-10-21 02:02:18 +0000","web","utah on another night!"
"967999000","","","","","2008-10-20 20:55:15 +0000","web","Back in the office - anyone up for Utah after work?"
"967655542","","","","","2008-10-20 16:23:24 +0000","<a href=""http://twitter.com/devices"" rel=""nofollow"">txt</a>","SEA -&gt;SFO"
"966741332","","","","","2008-10-19 23:41:31 +0000","<a href=""http://twitter.com/devices"" rel=""nofollow"">txt</a>","Macha at Remedy"
"966721652","","","","","2008-10-19 23:18:30 +0000","<a href=""http://twitter.com/devices"" rel=""nofollow"">txt</a>","Looking forward to warm weather in SF this week"
"963034297","","","","","2008-10-16 22:47:12 +0000","web","Article on upcoming Rollergirl Burlesque: http://tinyurl.com/4v8a8o You can buy tickets from me or online"
"962657660","","","","","2008-10-16 17:47:11 +0000","web","day three of headache"
"961604955","","","","","2008-10-16 01:42:29 +0000","web","Seattle: who is having the big election party?"
"961136845","","","","","2008-10-15 20:07:24 +0000","web","excedrin migraine: take me away!"
"960853944","","","","","2008-10-15 16:34:00 +0000","web","Just got my tickets for SF next week! (and for those who are looking - tix are still $150 rt on united)"
"960810673","","","","","2008-10-15 16:04:36 +0000","web","looking forward to getting back to work after a nice vacation. next trip to chicago will have to be more than 2 days!"
"959609865","","","","","2008-10-14 20:33:18 +0000","<a href=""http://twitter.com/devices"" rel=""nofollow"">txt</a>","Ord-&gt;sea"
"957204943","","","","","2008-10-13 04:03:09 +0000","web","two thumbs up for Chicago so far"
"956757684","","","","","2008-10-12 19:15:36 +0000","<a href=""http://twitter.com/devices"" rel=""nofollow"">txt</a>","Chicago, home of herbie hancock, liz phair and r. Kelly!"
"956526597","","","","","2008-10-12 14:46:10 +0000","web","heading to Chicago today"
"955452365","","","","","2008-10-11 13:59:10 +0000","web","SFers - last chance for roller derby in SF this year! Go see the bad girls championship game tonight at Fort Mason http://tinyurl.com/4fer72"
"955449250","","","","","2008-10-11 13:54:54 +0000","web","Happy happy birthday to gay @groknaut!"
"953718525","","","","","2008-10-10 03:57:01 +0000","web","Diggin' Milwaukee"
"950445932","","","","","2008-10-08 00:58:57 +0000","web","blogging from a train!"
"949265383","","","","","2008-10-07 05:41:37 +0000","web","Whoa!"
"949141776","","","","","2008-10-07 02:57:28 +0000","web","pretty sure i just ate a bacon pizza"
"948997494","","","","","2008-10-07 00:36:34 +0000","web","DNC housecall, in the cold rain. Almost makes me feel bad about my ""no giving money to people at the door"" policy."
