"tweet_id","in_reply_to_status_id","in_reply_to_user_id","retweeted_status_id","retweeted_status_user_id","timestamp","source","text","expanded_urls"
"824446181","","","","","2008-06-01 06:26:16 +0000","web","laughed inappropriately through Sex in the City movie - good times"
"824110350","","","","","2008-05-31 17:16:36 +0000","web","heading west to help my aunt move, then girls' night out later"
"823711821","","","","","2008-05-31 00:40:30 +0000","<a href=""http://twitter.com/devices"" rel=""nofollow"">txt</a>","At the pool"
"822755838","","","","","2008-05-29 19:54:14 +0000","<a href=""http://twitter.com/devices"" rel=""nofollow"">txt</a>","At a school for the blind"
"821973901","","","","","2008-05-28 20:07:00 +0000","<a href=""http://twitter.com/devices"" rel=""nofollow"">txt</a>","Crafting"
"821228975","","","","","2008-05-27 21:39:44 +0000","web","heading bac to scottsdale"
"820425023","","","","","2008-05-26 20:54:14 +0000","<a href=""http://twitter.com/devices"" rel=""nofollow"">txt</a>","Mocha shake at Bentley's!"
"819775537","","","","","2008-05-25 22:40:13 +0000","<a href=""http://echofon.com/"" rel=""nofollow"">Echofon</a>","going swimming"
"818484729","","","","","2008-05-23 17:34:31 +0000","web","PLUS Nicole found awesome coffee in Tempe. Very similar to Blue Bottle before they sold out."
"818481231","","","","","2008-05-23 17:30:05 +0000","web","4 phillipses, karaoke, jager bombs and singing janis joplin with a live band on stage == awesomeness last night"
"816985138","","","","","2008-05-21 23:42:14 +0000","<a href=""http://twitter.com/devices"" rel=""nofollow"">txt</a>","At the pool, with wine"
"816893687","","","","","2008-05-21 20:12:30 +0000","<a href=""http://twitter.com/devices"" rel=""nofollow"">txt</a>","Eating sashimi at Ra in Scottsdale"
"816296097","","","","","2008-05-21 05:00:10 +0000","web","Swam in a salt water pool, ate mediocre Mexican food and watching Knocked Up On Demand. Ahhhh Arizona"
"816067675","","","","","2008-05-20 21:53:48 +0000","<a href=""http://twitter.com/devices"" rel=""nofollow"">txt</a>","Sea-&gt;phx"
"816032403","","","","","2008-05-20 19:06:58 +0000","web","it's a cat in a box"
"816016650","","","","","2008-05-20 18:45:00 +0000","web","cupcakes for breakfast!"
"813763301","","","","","2008-05-17 20:14:56 +0000","<a href=""http://twitter.com/devices"" rel=""nofollow"">txt</a>","Going to the cheese festival!"
"812929384","","","","","2008-05-16 17:04:26 +0000","web","Last day of work before vacation!"
"812399807","","","","","2008-05-16 01:57:04 +0000","web","out of sight, out of mind"
"812208799","","","","","2008-05-15 19:27:49 +0000","web","in at&t hell."
"812180803","","","","","2008-05-15 18:50:36 +0000","web","last week messed around and got a triple double"
"811726524","","","","","2008-05-15 07:32:35 +0000","web","had espresso after (yummy) dinner. bad idea!"
"810567114","","","","","2008-05-13 22:00:56 +0000","web","Vote for the Demanda Riot Roller Derby boot! http://www.dmbootdesign.com/designs/view/2205"
"810472060","","","","","2008-05-13 19:45:34 +0000","web","eating the most bomb turkey, bacon, avo, cheese sandwich ever. house husband FTW!"
