"tweet_id","in_reply_to_status_id","in_reply_to_user_id","retweeted_status_id","retweeted_status_user_id","timestamp","source","text","expanded_urls"
"376892752","","","","","2007-10-31 05:07:33 +0000","web","pie fight on friday! http://tinyurl.com/2b2u4o"
"376679152","376668842","36823","","","2007-10-31 03:12:31 +0000","web","@anildash: if you lived here you could have blogged it already"
"376673032","","","","","2007-10-31 03:10:21 +0000","web","that was scary"
"376663822","","","","","2007-10-31 03:07:15 +0000","web","earthquake!"
"373770102","","","","","2007-10-29 23:28:18 +0000","web","listening to elliott smith and eating pumpkin pie, seattle style"
"367267802","","","","","2007-10-27 03:07:12 +0000","web","SFO-&gt;SEA, once they fix the plane"
"366289332","","","","","2007-10-26 17:57:29 +0000","web","today i actually *wanted* to get up for 7AM yoga"
"364073292","364065252","246","","","2007-10-25 22:19:00 +0000","web","@blaine: how does one bike in skates?"
"363833302","","","","","2007-10-25 20:13:05 +0000","web","ceviche doesn't make me happy like it used to"
"358607992","","","","","2007-10-24 00:09:18 +0000","web","i'm craving little star pizza tonight, but everyone is having ""date night"""
"356617432","","","","","2007-10-23 06:55:09 +0000","web","phase 10 is awesome!"
"355864482","","","","","2007-10-22 23:31:43 +0000","<a href=""http://echofon.com/"" rel=""nofollow"">Echofon</a>","coffee, a work rant and a specialties cookie did the trick"
"355443312","","","","","2007-10-22 19:46:27 +0000","web","feeling Zen makes the day go by slower, but I suppose it shouldn't bother me"
"353640542","","","","","2007-10-22 03:24:30 +0000","web","the good kind of sore after a hike in Los Gatos today with whitaker and @daveman692 (worst username ever)"
"351864552","","","","","2007-10-21 08:29:48 +0000","web","also might be watching Purple Rain on VH1, not sure because I've never seen it before"
"351864372","","","","","2007-10-21 08:29:30 +0000","web","enjoyed dinner by candlelight at Delfina for Lights Out SF, discovered sweater on inside out when the lights came back on"
"351208662","","","","","2007-10-21 00:02:27 +0000","web","going to check out yoga at the newly opened, NY based Laughing Lotus- which just opened in my 'hood. http://www.laughinglotus.com/sfhome ..."
"350817602","","","","","2007-10-20 19:31:08 +0000","web","great surprise solo black francis show at the utah last night"
"349088702","348894962","744463","","","2007-10-20 00:39:41 +0000","web","@daveman692: congrats on talk, broken link to Six Apart Relationship Update Stream on radar"
"345634792","","","","","2007-10-18 17:43:47 +0000","web","nursing the hangover"
"344504692","","","","","2007-10-18 07:56:43 +0000","web","met mc hammer tonight, can die happy etc."
"343233692","","","","","2007-10-17 19:43:51 +0000","web","Thinking I need to get serious about leveraging my Facebook presence"
"340438932","","","","","2007-10-16 18:31:27 +0000","web","can't move my neck"
"338446782","","","","","2007-10-16 00:18:58 +0000","<a href=""http://echofon.com/"" rel=""nofollow"">Echofon</a>","sea-&gt;sfo"
"338250592","","","","","2007-10-15 22:17:45 +0000","web","opted for fish n chips at elliot bay marina instead"
"338082882","","","","","2007-10-15 20:44:01 +0000","web","going to redmill for a burger!"
"332035362","","","","","2007-10-13 01:08:15 +0000","web","flight is delayed; airport restaurant put PEPPER on my salad. ugh."
"331994742","","","","","2007-10-13 00:37:07 +0000","web","SFO-&gt;SEA"
"331370092","","","","","2007-10-12 18:29:03 +0000","web","highlight of 1984 last night: cage dancing!"
"329006112","","","","","2007-10-11 20:41:18 +0000","<a href=""http://echofon.com/"" rel=""nofollow"">Echofon</a>","trying out groupcal, hoping it will solve all my problems"
"328994932","","","","","2007-10-11 20:35:40 +0000","web","looking forward (i think?) to 80s night at cat club tonight"
"326734292","","","","","2007-10-11 00:48:13 +0000","web","once again twitter gets the scoop on valleywag"
"326630562","326610522","9298062","","","2007-10-10 23:51:27 +0000","web","@snb: that's what vodka is for, right?"
"326377032","","","","","2007-10-10 21:23:43 +0000","<a href=""http://echofon.com/"" rel=""nofollow"">Echofon</a>","trying out twitterfox"
"326336432","","","","","2007-10-10 21:01:44 +0000","web","so full from thai food with @meangrape"
"326119902","326089852","734803","","","2007-10-10 19:02:55 +0000","web","@yannk: thanks! mooching now"
"326082802","","","","","2007-10-10 18:44:48 +0000","web","inrainbows.com timing out"
"325968672","","","","","2007-10-10 17:47:42 +0000","web","mmmmmm coffee"
"324409612","","","","","2007-10-10 03:54:38 +0000","web","I admit I bumped a fist at lunch. I did not lock it up."
"320640012","","","","","2007-10-08 16:27:31 +0000","web","hoping this is the last PHX-SFO trip in awhile."
"314542682","","","","","2007-10-05 16:01:34 +0000","web","back in PHX"
"310600402","","","","","2007-10-04 00:56:16 +0000","web","considering attending She's Geeky, an unconference for women http://shesgeeky.org/"
"310559602","","","","","2007-10-04 00:25:51 +0000","web","where the Older link went: http://tinyurl.com/2gq4uj"
"310321892","","","","","2007-10-03 22:01:19 +0000","web","enjoying Rose Lychee tea from Malaysia"
"308923862","","","","","2007-10-03 08:12:25 +0000","web","""Where are you going to go after you die?"""
"308695422","308681202","36823","","","2007-10-03 05:25:40 +0000","web","@anildash: thank you thank you thank you - please pass that message on to Henry. And no locking it up either!"
"308638622","308616722","336113","","","2007-10-03 04:40:25 +0000","web","@meangrape - where you living? next time i hope to catch your dinner offer earlier :-D"
"308637342","","","","","2007-10-03 04:39:36 +0000","web","a day like today can only be helped by the magicness of wine, cheese and hot tub"
"308508722","","","","","2007-10-03 03:09:44 +0000","web","being surprised with bad news"
"307242692","","","","","2007-10-02 14:07:10 +0000","web","only good thing about PHX is the free internet"
"305991872","","","","","2007-10-02 00:03:24 +0000","web","hot and sticky"
"305846522","305781642","336113","","","2007-10-01 22:31:25 +0000","web","@meangrape: welcome to the neighborhood!"
