"tweet_id","in_reply_to_status_id","in_reply_to_user_id","retweeted_status_id","retweeted_status_user_id","timestamp","source","text","expanded_urls"
"5765427","","","","","2007-03-01 04:49:37 +0000","web","WE GO TEXAS http://flickr.com/photos/76731137@N00/406439950/"
"5764735","","","","","2007-03-01 03:58:57 +0000","web","ok not really a smackdown."
"5764645","","","","","2007-03-01 03:52:20 +0000","web","giving jwz the smackdown"
"5763868","5763703","735513","","","2007-03-01 03:01:43 +0000","web","@dice: my sf hair stylist told me never to cut my hair in japan again..."
"5763673","","","","","2007-03-01 02:50:49 +0000","web","got rid of the harajuku haircut - finally!"
"5743106","","","","","2007-02-28 03:21:13 +0000","im","Having a beer"
"5741790","","","","","2007-02-28 01:53:10 +0000","web","hating the fact that i wore sandals today"
"5740230","","","","","2007-02-28 00:36:44 +0000","web","coming down from nitrous"
"5723901","","","","","2007-02-27 09:05:39 +0000","im","crossing fingers"
"5721168","","","","","2007-02-27 04:43:17 +0000","web","reading postgresql documentation *yawn*"
"5718292","","","","","2007-02-27 01:39:03 +0000","web","   is needing a massage"
"5712277","","","","","2007-02-26 19:56:39 +0000","web","@anil: don't hate the player"
"5712230","","","","","2007-02-26 19:54:46 +0000","web","phoenix airport has free wi-fi!"
"5708795","","","","","2007-02-26 16:48:01 +0000","web"," coming home"
"5701783","","","","","2007-02-26 07:00:22 +0000","web","playing boggle"
"5694449","","","","","2007-02-25 22:05:21 +0000","im","Going to the hospital"
"5684982","","","","","2007-02-25 04:27:55 +0000","im","Karaoke at casa de phillips"
"5682955","","","","","2007-02-25 01:09:38 +0000","im","On the trampoline"
"5679657","","","","","2007-02-24 20:31:33 +0000","web","living the college kid life"
"5672788","","","","","2007-02-24 06:02:42 +0000","im","Beer pong....?"
"5665725","","","","","2007-02-23 21:05:01 +0000","web","never been so bored in my life"
"5660826","","","","","2007-02-23 16:17:48 +0000","im","Brain surgeons are hot"
"5658058","","","","","2007-02-23 13:27:57 +0000","web","up way too early"
"5655083","","","","","2007-02-23 08:11:06 +0000","im","drinking a hard lemonade"
"5652064","","","","","2007-02-23 02:55:44 +0000","im","Eating mexican buffet :("
"5650830","","","","","2007-02-23 01:23:25 +0000","im","Still waiting at the hospital"
"5636709","","","","","2007-02-22 06:56:21 +0000","im","Playing boggle"
"5634148","","","","","2007-02-22 03:04:21 +0000","im","Ordering a green tea latte.....in phoenix?"
"5631522","","","","","2007-02-22 00:04:12 +0000","im","Got an aisle seat...there's something on the wingg!!!!!!!"
"5631165","","","","","2007-02-21 23:42:26 +0000","im","Waiting for the plane"
"5607992","","","","","2007-02-20 18:22:50 +0000","web"," have a case of the tuesdays"
"5595069","","","","","2007-02-20 00:38:35 +0000","im","Tasting wine"
"5579979","","","","","2007-02-19 02:53:43 +0000","web","wondering why none of my friends wanna go out on a free school night"
"5579568","","","","","2007-02-19 02:20:09 +0000","im","Just dropped off 4 bags of junk to goodwill"
"5536063","","","","","2007-02-16 09:32:54 +0000","web","wishing i was going to tucson this weekend, too bad i never remember 3 day weekends"
"5515157","","","","","2007-02-15 04:59:37 +0000","web","feeling emo "
"5398037","","","","","2007-02-09 20:43:01 +0000","im","headache"
"5386530","","","","","2007-02-09 07:08:25 +0000","web","putting up the blinds i bought 3 months ago"
"5368069","","","","","2007-02-08 10:30:47 +0000","web","working :("
"5364468","","","","","2007-02-08 04:36:32 +0000","web","do scallops and bokchoy go together in a soup? we'll see!"
"5348828","","","","","2007-02-07 07:25:08 +0000","web","i just watched 2 episodes of The Wives of Orange County and am now contemplating a nose job"
"5347985","","","","","2007-02-07 05:48:08 +0000","web","eating leftover delfina, making my night"
"5346550","","","","","2007-02-07 03:31:21 +0000","im","So needing a beer"
"5320524","","","","","2007-02-05 08:01:38 +0000","web"," doing a shot of nyquil"
"5318593","","","","","2007-02-05 02:47:29 +0000","im","Watching the game, having a bud"
"5308263","","","","","2007-02-04 08:02:10 +0000","im","sniffling"
"5269403","","","","","2007-02-03 21:54:26 +0000","web","looking for my phone"
"5213213","","","","","2007-02-03 07:27:36 +0000","web","watching deadwood, cocksuckers!"
"5093163","","","","","2007-02-02 08:09:32 +0000","web","drinking tea, feeling sick"
